aX,aY,aZ,gX,gY,gZ
-0.137,0.419,1.196,331.909,204.468,59.326
-0.154,0.412,1.011,348.816,182.068,59.021
-0.159,0.383,0.804,362.061,160.645,64.575
-0.202,0.361,0.582,368.896,140.442,64.636
-0.163,0.253,0.334,365.662,135.376,66.284
-0.124,0.056,0.273,346.924,142.151,72.266
-0.121,0.016,0.387,315.552,143.921,82.336
-0.059,-0.005,0.574,291.138,147.949,96.130
0.043,-0.042,0.789,277.588,160.034,108.704
0.092,-0.105,0.961,271.301,174.805,111.450
0.142,-0.041,0.961,272.705,175.354,108.276
0.295,-0.049,0.872,280.701,168.335,105.164
0.318,-0.120,0.840,285.156,164.185,96.741
0.238,-0.119,0.749,282.471,159.729,84.778
0.183,0.054,0.564,273.193,160.095,83.252
0.145,-0.135,0.434,274.780,159.058,90.942
0.167,0.005,0.293,268.860,158.447,90.942
0.095,-0.005,0.183,260.620,156.250,98.389
0.156,0.038,0.054,254.395,160.156,95.947
0.261,0.088,0.070,244.995,170.593,91.187
0.287,0.166,0.094,243.042,166.016,81.177
0.275,0.259,-0.019,249.573,150.208,67.383
0.285,0.258,-0.196,255.554,136.658,53.894
0.249,0.268,-0.311,256.348,124.695,39.246
0.148,0.344,-0.432,251.160,109.070,30.334
0.078,0.331,-0.575,245.911,96.802,28.320
0.088,0.348,-0.676,231.812,94.849,30.457
0.138,0.391,-0.710,212.219,92.651,33.142
0.182,0.426,-0.784,196.899,86.182,34.973
0.274,0.427,-0.885,184.082,81.299,32.715
0.391,0.391,-0.878,169.922,73.730,26.611
0.425,0.342,-0.774,158.203,58.533,18.799
0.377,0.331,-0.760,149.536,46.570,10.376
0.304,0.281,-0.819,144.043,40.833,5.737
0.273,0.219,-0.882,137.268,34.180,8.606
0.274,0.177,-0.924,125.671,31.311,18.066
0.306,0.224,-1.056,109.131,36.682,28.381
0.411,0.233,-1.214,90.027,42.419,34.546
0.444,0.255,-1.285,69.214,42.908,35.645
0.483,0.274,-1.305,48.279,37.903,31.555
0.509,0.303,-1.276,30.334,33.691,22.034
0.516,0.293,-1.189,18.555,26.306,9.766
0.539,0.201,-1.100,16.479,10.925,-1.099
0.588,0.023,-1.014,17.090,-2.014,-9.644
0.584,-0.168,-0.888,14.221,-6.226,-15.381
0.587,-0.311,-0.754,10.376,-5.920,-13.855
0.640,-0.411,-0.685,7.324,-2.991,-8.118
0.678,-0.503,-0.633,3.906,4.395,-1.099
0.680,-0.468,-0.602,-0.549,10.132,7.019
0.685,-0.388,-0.645,-0.854,13.000,13.550
0.702,-0.329,-0.735,2.258,15.381,17.517
0.684,-0.216,-0.833,4.700,15.381,16.541
0.666,-0.164,-0.915,8.911,11.414,11.536
0.638,-0.127,-0.993,10.986,6.104,4.395
0.621,-0.122,-1.015,9.155,1.953,-1.892
0.621,-0.139,-0.980,4.395,-0.183,-4.456
0.669,-0.175,-0.955,-2.625,0.305,-5.676
0.681,-0.242,-0.885,-11.536,3.723,-7.202
0.680,-0.307,-0.728,-19.409,6.287,-7.690
0.683,-0.365,-0.549,-21.179,7.324,-5.127
0.702,-0.398,-0.459,-16.785,8.301,-0.671
0.704,-0.402,-0.460,-8.606,8.240,2.991
0.704,-0.385,-0.525,1.404,5.188,5.859
0.701,-0.347,-0.640,10.620,0.305,7.202
0.684,-0.316,-0.747,15.015,-2.930,6.287
0.658,-0.267,-0.813,14.832,-3.845,2.563
0.612,-0.229,-0.860,13.184,-7.629,-2.197

0.092,0.618,0.881,-31.555,-5.981,6.104
0.093,0.632,0.869,-27.710,-4.150,6.409
0.098,0.645,0.860,-24.292,-3.723,7.690
0.099,0.661,0.859,-21.484,-6.042,8.972
0.106,0.674,0.870,-20.569,-9.155,9.277
0.110,0.674,0.891,-20.752,-12.085,8.606
0.092,0.682,0.907,-20.508,-13.916,6.897
0.089,0.668,0.908,-19.287,-13.367,5.554
0.085,0.676,0.897,-17.212,-11.169,5.066
0.085,0.681,0.885,-14.160,-8.972,5.493
0.101,0.671,0.875,-10.803,-7.324,6.897
0.108,0.677,0.870,-8.545,-6.531,7.812
0.110,0.684,0.879,-7.874,-6.653,7.446
0.108,0.680,0.907,-8.484,-7.263,5.981
0.100,0.687,0.941,-8.606,-7.507,4.028
0.091,0.703,0.966,-7.385,-8.728,2.502
0.089,0.714,0.998,-5.249,-10.010,1.709
0.094,0.727,1.025,-2.869,-10.559,1.526
0.079,0.748,1.056,1.038,-10.925,1.343
0.060,0.763,1.101,6.653,-9.277,1.160
0.034,0.761,1.183,12.634,-6.958,1.892
0.016,0.762,1.245,21.484,-4.456,3.845
0.021,0.799,1.291,32.837,-1.526,5.737
0.051,0.851,1.393,43.030,0.061,6.226
0.051,0.875,1.558,53.284,-0.549,5.554
0.014,0.924,1.720,66.406,-1.160,5.493
-0.026,1.010,1.862,83.557,4.700,7.935
-0.040,1.081,1.984,104.004,19.409,11.108
-0.062,1.097,2.034,131.592,38.696,13.916
-0.091,1.123,2.005,165.161,57.312,14.099
-0.138,1.172,1.978,198.975,70.496,12.756
-0.130,1.177,1.904,234.070,77.637,11.230
-0.136,1.173,1.818,266.113,77.454,12.756
-0.114,1.231,1.827,284.058,75.562,13.672
-0.068,1.228,1.922,294.983,80.811,11.719
-0.050,1.197,2.009,303.772,91.248,7.690
-0.095,1.180,2.148,306.702,108.459,-1.709
-0.206,1.109,2.342,309.998,128.113,-12.451
-0.342,1.070,2.475,324.524,142.639,-16.846
-0.423,1.106,2.570,349.792,149.719,-10.803
-0.430,1.093,2.558,384.399,155.762,1.099
-0.362,1.099,2.327,422.546,160.889,14.771
-0.197,1.101,2.038,452.026,166.199,27.649
0.008,0.994,1.799,465.698,172.607,32.776
0.085,0.765,1.606,462.646,174.866,27.893
0.049,0.711,1.499,442.505,177.063,14.832
-0.016,0.716,1.548,424.438,184.814,4.517
-0.120,0.679,1.642,424.377,190.308,5.554
-0.149,0.661,1.665,434.998,190.735,13.062
-0.143,0.664,1.729,445.251,190.125,17.456
-0.223,0.648,1.713,458.740,185.425,19.043
-0.352,0.631,1.489,476.807,175.720,23.926
-0.345,0.663,1.061,489.807,172.852,31.921
-0.344,0.623,0.697,489.929,179.199,40.771
-0.406,0.631,0.357,477.234,183.350,47.485
-0.422,0.685,0.056,455.444,174.805,55.603
-0.397,0.786,-0.048,430.908,168.701,66.345
-0.390,0.856,0.028,413.147,165.833,74.402
-0.395,0.986,0.067,404.541,154.236,82.703
-0.348,1.066,0.030,407.288,142.334,88.562
-0.237,1.153,-0.211,413.879,130.737,91.370
-0.117,1.175,-0.646,414.246,126.892,92.102
0.053,1.106,-1.114,402.954,124.573,88.196
0.167,1.005,-1.415,370.972,110.413,82.397
0.187,1.098,-1.521,319.580,98.694,76.416
0.209,1.235,-1.493,271.118,100.525,68.909
0.309,1.311,-1.408,239.563,103.455,62.439
0.451,1.348,-1.376,224.365,97.412,54.199
0.544,1.260,-1.466,220.764,81.665,37.231
0.568,1.049,-1.591,221.008,56.213,17.822
0.552,0.787,-1.753,212.463,28.687,2.075
0.508,0.486,-1.847,185.791,12.695,-7.202
0.444,0.262,-1.765,143.677,17.456,-11.536
0.361,0.150,-1.563,99.182,26.672,-10.925
0.260,0.050,-1.308,66.589,31.433,-7.019
0.212,-0.064,-1.143,45.837,30.945,-2.014
0.228,-0.224,-1.069,34.546,25.879,3.113
0.261,-0.353,-1.052,26.184,16.357,7.446
0.331,-0.462,-1.013,16.235,8.484,10.010
0.412,-0.533,-0.887,5.615,6.165,11.902
0.502,-0.557,-0.742,-1.648,5.554,13.672
0.571,-0.585,-0.615,-4.456,6.592,15.442
0.619,-0.546,-0.532,-5.676,5.554,16.113
0.658,-0.484,-0.530,-4.089,2.686,15.137
0.693,-0.416,-0.592,-2.197,0.000,14.160
0.706,-0.339,-0.677,-0.977,-0.977,12.878
0.709,-0.289,-0.722,0.244,-2.258,12.817
0.729,-0.246,-0.739,0.732,-2.869,12.817
0.739,-0.256,-0.724,2.319,-2.014,12.024
0.752,-0.291,-0.724,4.089,-1.953,10.315
0.762,-0.344,-0.744,3.662,-3.662,7.019
0.777,-0.423,-0.747,0.427,-4.761,2.136
0.763,-0.478,-0.687,-5.920,-4.578,-3.174
0.735,-0.541,-0.568,-11.963,-3.418,-6.714
0.688,-0.555,-0.443,-15.076,-0.732,-7.385
0.658,-0.568,-0.376,-12.512,3.174,-6.165
0.637,-0.560,-0.409,-6.104,4.944,-3.113
0.635,-0.553,-0.505,0.732,5.066,1.404
0.625,-0.508,-0.607,4.272,6.165,5.432
0.610,-0.443,-0.716,4.578,6.775,7.507
0.598,-0.403,-0.804,4.272,5.554,8.240
0.582,-0.393,-0.851,2.869,3.845,7.385
0.573,-0.389,-0.836,-1.526,0.549,5.859
0.558,-0.385,-0.766,-6.531,-0.793,4.883
0.557,-0.403,-0.691,-9.277,-0.732,4.822
0.581,-0.428,-0.619,-10.071,-1.831,6.531
0.623,-0.459,-0.568,-8.667,-2.563,8.545
0.663,-0.510,-0.523,-6.104,-1.282,10.437
0.686,-0.539,-0.491,-3.845,-0.732,10.437
0.697,-0.539,-0.487,-1.709,-1.648,9.705
0.696,-0.520,-0.510,0.122,-0.854,8.179
0.690,-0.484,-0.557,1.465,0.061,6.958
0.698,-0.448,-0.620,2.747,-0.427,5.920
0.686,-0.402,-0.682,2.197,-0.427,4.150
0.658,-0.379,-0.727,1.404,-0.427,2.563
0.635,-0.372,-0.768,-0.488,-1.526,1.648
0.616,-0.373,-0.778,-4.822,-0.610,0.916
0.605,-0.378,-0.727,-9.460,0.366,0.244
0.611,-0.419,-0.626,-11.475,-0.183,0.732

0.219,0.414,0.892,-37.720,-16.785,6.042
0.212,0.403,0.835,-35.522,-14.771,5.798
0.204,0.407,0.777,-34.729,-12.756,6.714
0.206,0.405,0.724,-35.278,-11.536,8.484
0.214,0.413,0.695,-37.537,-11.353,10.193
0.216,0.434,0.682,-41.382,-13.489,11.658
0.227,0.453,0.699,-47.852,-17.029,12.390
0.242,0.484,0.752,-56.519,-20.325,12.268
0.249,0.527,0.800,-63.171,-22.278,10.193
0.244,0.556,0.843,-65.796,-23.560,7.996
0.217,0.556,0.865,-63.965,-24.048,6.653
0.195,0.567,0.849,-59.448,-22.583,6.775
0.197,0.571,0.824,-55.420,-20.752,8.789
0.186,0.584,0.811,-53.284,-20.874,10.315
0.176,0.596,0.805,-51.880,-22.461,10.498
0.178,0.599,0.826,-53.223,-25.330,9.827
0.174,0.595,0.870,-57.007,-29.785,7.629
0.156,0.622,0.903,-59.631,-34.546,4.456
0.150,0.637,0.952,-60.791,-38.818,2.563
0.138,0.642,1.009,-60.242,-41.260,1.160
0.144,0.663,1.073,-57.373,-39.856,0.183
0.173,0.681,1.176,-55.664,-36.438,0.244
0.175,0.666,1.272,-51.575,-33.142,-1.587
0.125,0.652,1.336,-42.236,-31.128,-3.357
0.076,0.607,1.366,-29.175,-28.198,-4.150
0.044,0.576,1.384,-16.968,-24.231,-3.052
0.039,0.574,1.400,-6.897,-19.531,-0.671
0.060,0.591,1.439,1.404,-14.648,3.052
0.083,0.602,1.518,9.827,-10.254,7.935
0.074,0.614,1.612,20.142,-6.409,12.146
0.053,0.649,1.682,33.081,-1.831,15.747
0.041,0.670,1.752,48.767,7.263,20.447
0.017,0.661,1.855,66.406,19.653,24.841
0.024,0.676,1.951,86.731,31.189,29.907
0.056,0.737,2.024,109.314,41.260,34.607
0.095,0.781,2.117,133.972,48.584,38.391
0.134,0.851,2.248,164.978,54.016,43.518
0.179,0.935,2.440,197.754,57.312,49.255
0.213,1.025,2.647,232.544,62.866,51.880
0.235,1.059,2.772,269.653,73.914,48.767
0.221,1.097,2.847,303.955,92.529,39.185
0.137,1.060,2.927,337.524,113.159,25.330
0.021,0.982,2.910,369.995,121.033,14.954
-0.048,1.043,2.924,391.846,118.225,8.972
-0.097,1.073,2.986,414.917,120.117,8.545
-0.086,0.995,2.952,437.439,124.634,14.099
-0.066,1.001,2.874,443.848,142.700,17.944
-0.033,1.008,2.816,442.505,169.861,16.907
-0.020,1.021,2.777,443.848,185.059,12.878
-0.005,1.038,2.718,451.355,177.734,9.155
-0.064,0.979,2.514,467.712,163.330,6.470
-0.183,0.944,2.246,481.750,154.358,3.967
-0.274,0.877,1.904,493.591,152.710,8.057
-0.368,0.775,1.566,500.488,156.189,22.034
-0.410,0.776,1.252,496.887,164.001,41.016
-0.372,0.800,0.995,487.549,179.565,58.960
-0.303,0.816,0.770,477.478,192.627,72.266
-0.230,0.879,0.555,464.539,192.078,81.909
-0.131,0.897,0.357,451.233,188.171,85.449
-0.074,0.942,0.219,432.251,184.753,79.651
-0.114,0.981,0.203,416.504,174.011,70.251
-0.149,0.946,0.177,411.133,150.696,67.749
-0.190,0.901,0.166,406.738,128.906,68.970
-0.232,0.934,0.084,398.071,116.882,70.557
-0.219,0.910,-0.070,389.099,114.319,76.111
-0.128,0.789,-0.188,377.991,117.249,83.008
-0.092,0.793,-0.226,356.079,119.690,88.623
-0.030,0.854,-0.279,331.299,121.948,92.285
0.109,0.845,-0.390,311.768,125.305,90.454
0.122,0.827,-0.411,292.542,123.535,83.313
0.063,0.865,-0.455,277.771,108.826,76.965
0.021,0.851,-0.624,270.935,95.215,73.242
0.032,0.831,-0.887,262.085,91.736,68.359
0.096,0.769,-1.133,244.995,89.478,65.674
0.157,0.742,-1.343,220.276,87.402,64.209
0.253,0.664,-1.486,190.918,87.891,61.951
0.292,0.555,-1.546,157.349,87.585,56.213
0.268,0.595,-1.530,120.605,83.740,48.889
0.313,0.599,-1.486,91.248,80.688,42.358
0.339,0.598,-1.430,72.571,75.684,34.363
0.329,0.552,-1.430,64.026,60.852,22.827
0.354,0.400,-1.493,63.477,38.513,10.376
0.368,0.170,-1.544,59.875,20.508,-1.099
0.354,-0.056,-1.493,45.776,9.521,-7.812
0.363,-0.234,-1.309,24.719,5.371,-8.545
0.396,-0.379,-1.049,4.333,9.155,-4.517
0.447,-0.452,-0.777,-10.925,14.771,1.099
0.526,-0.475,-0.598,-17.029,17.273,5.188
0.590,-0.528,-0.534,-11.475,14.709,7.324
0.603,-0.563,-0.492,-3.296,10.559,8.179
0.618,-0.542,-0.487,4.395,6.653,9.399
0.651,-0.531,-0.509,11.902,5.859,11.230
0.651,-0.485,-0.569,16.724,7.019,12.390
0.627,-0.374,-0.667,18.799,6.592,11.719
0.629,-0.316,-0.816,20.752,5.127,11.902
0.615,-0.290,-0.947,18.372,6.531,11.536
0.592,-0.238,-0.987,8.667,8.606,11.780
0.599,-0.171,-0.944,-2.686,10.864,12.756
0.625,-0.144,-0.872,-9.827,12.329,11.902
0.652,-0.173,-0.787,-11.353,10.681,8.423
0.679,-0.264,-0.720,-8.484,5.493,3.845
0.681,-0.379,-0.668,-6.226,1.709,-0.977
0.654,-0.447,-0.596,-6.714,1.282,-3.479
0.623,-0.498,-0.494,-7.019,2.014,-2.258
0.598,-0.504,-0.432,-5.737,4.517,1.526
0.614,-0.480,-0.482,-2.747,7.507,5.432
0.665,-0.463,-0.601,-0.183,8.850,8.301
0.705,-0.422,-0.702,-0.427,8.240,8.057
0.682,-0.355,-0.749,-3.174,6.531,4.517
0.638,-0.302,-0.770,-4.211,3.113,-0.122
0.600,-0.292,-0.767,-3.967,-1.343,-2.991
0.573,-0.322,-0.746,-3.540,-4.150,-3.601
0.565,-0.362,-0.735,-4.761,-4.333,-2.991
0.578,-0.406,-0.716,-7.080,-3.174,-0.977
0.597,-0.443,-0.660,-10.315,-1.709,2.625
0.648,-0.471,-0.593,-12.512,0.427,6.470
0.672,-0.477,-0.530,-12.695,2.258,8.606
0.688,-0.476,-0.488,-9.827,3.174,9.155
0.699,-0.487,-0.478,-3.967,2.808,9.033

0.296,-0.021,0.914,-55.115,-38.513,-8.911
0.303,-0.008,0.864,-55.115,-35.339,-5.737
0.325,0.002,0.834,-57.312,-32.349,-3.540
0.340,0.024,0.839,-60.669,-32.227,-2.869
0.338,0.045,0.837,-63.599,-35.156,-3.845
0.329,0.067,0.839,-66.284,-39.551,-6.165
0.305,0.090,0.839,-68.726,-43.213,-8.484
0.279,0.113,0.826,-70.068,-45.654,-10.437
0.271,0.134,0.818,-71.045,-46.143,-10.498
0.275,0.157,0.814,-72.632,-45.105,-9.949
0.255,0.180,0.788,-74.097,-44.006,-9.277
0.244,0.192,0.747,-74.829,-43.945,-8.362
0.222,0.206,0.726,-78.003,-45.105,-7.690
0.192,0.227,0.709,-83.069,-47.119,-8.362
0.184,0.273,0.706,-88.562,-49.744,-9.094
0.168,0.302,0.731,-93.689,-51.270,-9.583
0.135,0.296,0.751,-97.656,-53.406,-10.803
0.135,0.305,0.812,-102.295,-57.739,-10.742
0.184,0.313,0.947,-108.948,-59.937,-9.705
0.233,0.335,1.120,-115.967,-58.105,-10.803
0.268,0.348,1.314,-118.958,-54.688,-13.672
0.313,0.353,1.527,-115.356,-53.955,-16.541
0.316,0.311,1.737,-104.553,-54.871,-18.921
0.294,0.278,1.903,-87.036,-56.763,-19.714
0.289,0.223,2.012,-64.392,-56.702,-18.555
0.255,0.149,2.024,-39.307,-51.270,-16.968
0.214,0.077,1.941,-17.151,-42.175,-16.052
0.178,0.017,1.845,-0.488,-32.898,-12.756
0.152,-0.023,1.806,10.864,-24.292,-7.751
0.142,-0.043,1.811,18.311,-13.123,-2.380
0.115,-0.048,1.865,23.682,-0.916,4.211
0.087,-0.031,1.966,31.067,10.742,12.939
0.094,-0.018,2.152,43.091,21.423,23.254
0.103,-0.031,2.376,60.547,33.264,33.142
0.135,0.044,2.557,82.397,46.692,40.527
0.278,0.120,2.644,111.938,59.631,47.668
0.456,0.113,2.707,145.325,72.083,51.758
0.604,0.128,2.800,174.377,82.886,48.889
0.717,0.152,2.968,199.829,86.609,39.734
0.725,0.138,3.330,225.342,83.313,24.780
0.530,0.226,3.885,251.648,78.064,8.301
0.288,0.368,4.000,291.626,77.087,-3.601
0.086,0.530,4.000,346.130,82.947,-4.822
-0.085,0.650,4.000,401.367,102.966,4.395
-0.181,0.757,4.000,443.359,133.301,15.808
-0.189,0.825,4.000,467.529,163.940,23.437
-0.207,0.985,4.000,479.858,191.345,28.198
-0.279,1.108,4.000,496.399,208.679,29.846
-0.403,1.164,3.772,520.386,207.886,31.982
-0.442,1.268,3.354,541.748,200.317,40.344
-0.470,1.293,2.901,557.373,200.989,53.894
-0.492,1.340,2.396,565.369,210.266,70.068
-0.340,1.405,1.884,563.110,220.337,85.510
-0.123,1.446,1.562,549.561,228.760,92.957
-0.129,1.537,1.461,529.785,238.770,85.632
-0.343,1.735,1.353,519.470,237.122,76.538
-0.456,1.855,1.058,526.245,224.548,75.806
-0.509,1.908,0.818,531.738,217.102,77.820
-0.655,2.054,0.667,525.085,213.501,75.378
-0.803,2.259,0.381,515.930,199.097,72.388
-0.991,2.399,-0.040,505.005,187.683,75.623
-1.105,2.508,-0.527,484.741,186.523,82.947
-1.174,2.534,-1.031,452.576,188.843,94.177
-1.093,2.575,-1.522,409.790,192.200,104.248
-0.859,2.500,-1.828,366.638,192.566,107.422
-0.696,2.376,-2.017,328.308,175.598,93.445
-0.657,2.210,-2.099,294.373,136.475,65.552
-0.637,1.921,-2.234,268.982,92.346,34.973
-0.636,1.568,-2.375,236.816,54.260,9.644
-0.610,1.233,-2.298,186.890,33.569,0.854
-0.420,0.964,-2.043,126.831,31.738,6.775
-0.178,0.743,-1.634,75.317,41.443,18.677
0.080,0.481,-1.239,43.091,47.180,27.771
0.297,0.161,-0.965,26.855,41.687,29.907
0.410,-0.071,-0.825,15.320,34.729,26.794
0.477,-0.144,-0.781,5.432,30.029,20.447
0.514,-0.166,-0.830,2.991,23.071,13.000
0.542,-0.192,-0.906,5.493,12.634,5.676
0.528,-0.237,-0.926,7.874,4.456,0.488
0.476,-0.239,-0.953,7.080,1.404,-2.625
0.468,-0.257,-1.006,5.249,0.854,-2.869
0.501,-0.257,-1.029,0.061,0.732,-1.648
0.526,-0.233,-0.994,-6.287,-0.061,-0.244
0.557,-0.190,-0.934,-10.864,-1.892,-0.854
0.556,-0.201,-0.873,-9.705,-5.554,-2.441
0.584,-0.272,-0.816,-5.981,-10.193,-1.526
0.636,-0.346,-0.776,-4.395,-9.888,0.732
0.672,-0.385,-0.726,-5.859,-5.859,2.197
0.713,-0.406,-0.672,-7.141,-1.648,2.441
0.721,-0.410,-0.610,-6.836,0.305,2.075
0.691,-0.411,-0.569,-3.235,0.671,1.953
0.680,-0.421,-0.604,2.625,1.099,2.258
0.677,-0.404,-0.691,5.615,2.625,2.563
0.658,-0.350,-0.767,4.272,4.822,2.136
0.640,-0.297,-0.784,1.465,5.676,1.343
0.603,-0.250,-0.763,-0.366,6.104,1.160
0.592,-0.242,-0.756,0.244,5.188,1.099
0.604,-0.273,-0.762,2.563,2.258,0.305
0.595,-0.310,-0.766,3.845,-0.549,-1.099
0.588,-0.347,-0.766,2.625,-1.282,-2.380
0.583,-0.358,-0.744,-0.793,-0.488,-2.991
0.568,-0.348,-0.708,-4.395,1.648,-2.625
0.573,-0.340,-0.706,-6.104,2.869,-0.854
0.567,-0.332,-0.725,-6.653,2.869,0.732
0.560,-0.332,-0.730,-6.287,1.648,2.319
0.547,-0.333,-0.724,-5.615,0.305,3.906
0.547,-0.343,-0.730,-4.761,-1.282,4.883
0.566,-0.357,-0.740,-4.211,-1.343,5.493
0.567,-0.355,-0.752,-5.066,-0.793,5.310
0.563,-0.352,-0.775,-6.409,-0.854,4.822
0.559,-0.346,-0.774,-9.033,0.122,4.944
0.536,-0.325,-0.757,-12.329,0.732,5.737
0.526,-0.313,-0.742,-12.512,-0.732,7.263
0.548,-0.326,-0.724,-10.986,-2.502,9.277
0.589,-0.356,-0.701,-8.789,-4.089,10.742
0.627,-0.377,-0.697,-6.714,-6.165,10.681
0.668,-0.401,-0.693,-5.859,-6.470,9.277
0.687,-0.410,-0.684,-6.104,-5.798,7.019
0.701,-0.415,-0.665,-6.592,-5.371,5.371

0.175,0.192,1.147,-50.720,-31.982,1.587
0.173,0.193,1.091,-48.523,-25.818,4.150
0.194,0.188,1.031,-47.729,-20.752,6.348
0.238,0.208,1.021,-50.842,-17.090,7.874
0.257,0.235,1.038,-54.993,-14.587,7.507
0.258,0.251,1.064,-57.190,-14.832,6.042
0.270,0.266,1.108,-57.678,-16.357,4.944
0.263,0.274,1.154,-56.702,-17.761,4.089
0.244,0.275,1.197,-53.894,-18.311,2.869
0.235,0.262,1.255,-49.194,-17.944,2.686
0.220,0.254,1.304,-43.640,-17.700,3.052
0.203,0.248,1.311,-36.560,-16.235,3.906
0.214,0.242,1.281,-28.687,-13.794,5.005
0.246,0.241,1.234,-23.376,-11.230,6.104
0.252,0.258,1.185,-20.691,-8.118,5.127
0.260,0.251,1.152,-18.127,-6.470,4.028
0.283,0.264,1.141,-16.357,-7.324,3.479
0.292,0.269,1.146,-15.015,-9.155,1.892
0.283,0.261,1.153,-13.245,-10.803,-0.854
0.263,0.258,1.182,-11.719,-11.963,-3.174
0.239,0.257,1.222,-9.460,-12.756,-4.089
0.207,0.250,1.255,-5.737,-11.963,-4.883
0.188,0.244,1.272,-1.160,-9.583,-3.967
0.199,0.241,1.274,3.784,-6.104,-2.014
0.238,0.237,1.271,8.545,-2.808,-0.488
0.260,0.234,1.280,12.390,-0.916,-0.854
0.263,0.230,1.305,16.418,-0.854,-2.014
0.266,0.228,1.352,20.752,-1.831,-2.136
0.275,0.234,1.409,25.391,-1.465,-1.953
0.287,0.236,1.476,30.640,0.244,-2.808
0.296,0.234,1.575,36.682,2.686,-4.211
0.333,0.211,1.736,45.166,4.822,-5.615
0.356,0.223,1.929,55.115,6.165,-7.751
0.356,0.233,2.155,69.641,6.775,-10.437
0.355,0.208,2.406,89.294,9.094,-11.475
0.300,0.224,2.664,111.511,14.343,-12.756
0.205,0.247,2.908,138.672,24.231,-12.512
0.166,0.285,3.045,171.692,34.973,-7.568
0.246,0.336,3.126,202.393,50.354,-1.953
0.409,0.428,3.281,222.412,70.557,-1.465
0.553,0.593,3.611,231.201,85.938,-9.888
0.563,0.819,4.000,241.028,92.346,-26.123
0.415,1.120,4.000,268.433,88.989,-42.175
0.126,1.338,4.000,317.322,83.862,-52.002
-0.231,1.323,3.956,373.108,94.604,-50.903
-0.520,1.282,3.342,416.565,124.268,-39.001
-0.654,1.220,2.664,443.970,155.945,-16.846
-0.603,1.157,2.036,457.397,178.223,9.766
-0.497,1.106,1.465,456.177,193.665,27.039
-0.413,1.056,0.921,445.862,199.524,29.236
-0.335,0.970,0.578,431.763,193.237,28.809
-0.332,0.942,0.474,412.659,177.856,31.738
-0.352,0.936,0.474,398.560,163.757,37.354
-0.328,0.906,0.596,390.503,163.574,44.495
-0.401,0.921,0.801,383.301,166.809,50.598
-0.514,0.963,0.837,385.986,165.222,59.326
-0.473,0.973,0.628,395.142,166.809,72.083
-0.326,0.888,0.473,395.508,177.002,82.336
-0.256,0.927,0.517,381.226,183.350,84.106
-0.184,0.955,0.487,370.056,176.697,80.444
-0.119,0.984,0.329,365.417,170.471,71.228
-0.072,1.017,0.145,361.084,164.307,58.533
-0.086,0.976,-0.013,359.131,147.278,48.279
-0.198,0.954,-0.189,354.065,132.812,41.138
-0.291,1.001,-0.424,345.703,129.517,37.170
-0.344,1.045,-0.663,334.045,127.258,37.170
-0.349,1.064,-0.891,319.763,123.047,39.978
-0.330,1.055,-1.238,307.739,115.173,40.955
-0.264,0.936,-1.684,292.053,107.910,39.185
-0.198,0.797,-2.038,262.695,109.192,38.452
-0.068,0.696,-2.172,218.811,109.741,38.757
0.055,0.685,-2.111,172.180,105.530,33.081
0.154,0.684,-2.024,139.404,91.125,21.179
0.290,0.544,-1.934,123.901,64.575,6.958
0.333,0.350,-1.788,113.037,36.194,-6.042
0.319,0.111,-1.626,99.548,16.907,-15.381
0.330,-0.120,-1.444,80.383,13.672,-17.822
0.382,-0.259,-1.242,57.800,22.644,-13.489
0.454,-0.377,-1.049,39.185,33.325,-7.202
0.512,-0.442,-0.937,26.245,36.499,-4.089
0.539,-0.494,-0.863,18.555,34.058,-4.761
0.515,-0.530,-0.771,15.747,28.015,-7.874
0.439,-0.550,-0.734,17.395,15.686,-12.146
0.369,-0.612,-0.753,22.278,4.395,-14.160
0.274,-0.641,-0.756,25.330,-0.793,-9.216
0.229,-0.599,-0.788,25.085,0.732,1.892
0.300,-0.517,-0.918,22.827,9.216,15.808
0.426,-0.451,-1.038,16.907,17.334,25.818
0.525,-0.387,-1.064,8.240,17.822,28.259
0.593,-0.341,-0.993,0.671,10.681,23.804
0.626,-0.350,-0.856,-3.723,0.854,16.174
0.647,-0.366,-0.707,-5.432,-6.470,8.972
0.674,-0.414,-0.614,-3.357,-11.292,4.211
0.687,-0.483,-0.529,-0.427,-12.756,2.014
0.679,-0.518,-0.447,0.977,-10.376,2.136
0.669,-0.567,-0.404,2.869,-5.676,3.906
0.674,-0.603,-0.430,4.272,-0.427,6.165
0.651,-0.598,-0.484,3.662,6.165,7.080
0.650,-0.565,-0.547,3.723,7.996,7.568
0.658,-0.531,-0.618,4.944,5.493,5.676
0.627,-0.500,-0.682,5.798,1.099,1.465
0.589,-0.480,-0.725,6.165,-4.272,-2.075
0.594,-0.490,-0.737,5.127,-7.996,-3.540
0.593,-0.504,-0.709,1.465,-7.202,-4.089
0.588,-0.505,-0.650,-2.869,-4.883,-3.845
0.602,-0.524,-0.591,-5.066,-3.235,-2.747
0.618,-0.543,-0.526,-5.432,-2.197,-1.465
0.634,-0.571,-0.492,-3.845,-0.732,-0.122
0.659,-0.587,-0.485,-1.404,-0.305,0.854
0.665,-0.591,-0.494,0.854,0.000,0.549
0.638,-0.574,-0.505,3.296,-0.549,-0.305
